ano_mes,Frequency.3
201501.0,3623.0
201502.0,3542.0
201411.0,3541.0
201510.0,3520.0
201409.0,3496.0
201511.0,3495.0
201503.0,3444.0
201410.0,3411.0
201504.0,3401.0
201509.0,3392.0
201505.0,3381.0
201506.0,3366.0
201507.0,3342.0
201512.0,3315.0
201508.0,3153.0
201412.0,2249.0
