ano_mes,Frequency.3
201506.0,8656.0
201505.0,7179.0
201511.0,6521.0
201509.0,6482.0
201510.0,6478.0
201512.0,6452.0
201503.0,6442.0
201504.0,6323.0
201507.0,6298.0
201502.0,6269.0
201501.0,6236.0
201508.0,6235.0
201411.0,5337.0
201410.0,5104.0
201409.0,5005.0
201412.0,4983.0
