ano_mes,Frequency.4
201501.0,6880.0
201504.0,6678.0
201502.0,6645.0
201503.0,6631.0
201505.0,6625.0
201509.0,6587.0
201510.0,6583.0
201511.0,6506.0
201512.0,6458.0
201506.0,6444.0
201507.0,6387.0
201508.0,6259.0
201411.0,5624.0
201410.0,5486.0
201409.0,5428.0
201412.0,4779.0
