ano_mes,Frequency.2
201203.0,8606.0
201202.0,8515.0
201211.0,8393.0
201201.0,8377.0
201210.0,8331.0
201206.0,8282.0
201208.0,8267.0
201205.0,8264.0
201207.0,8263.0
201212.0,8242.0
201209.0,8237.0
201204.0,8223.0
