ano_mes,Frequency.3
201506.0,8676.0
201507.0,8611.0
201505.0,8598.0
201502.0,8524.0
201504.0,8397.0
201503.0,8345.0
201508.0,8305.0
201509.0,8196.0
201511.0,8191.0
201510.0,8053.0
201512.0,8053.0
201501.0,8051.0
