ano_mes,Frequency.3
201409.0,15420.0
201410.0,14803.0
201411.0,14388.0
201412.0,11866.0
201502.0,4005.0
201503.0,3368.0
201504.0,2953.0
201501.0,2868.0
201505.0,2783.0
201506.0,2038.0
201507.0,1789.0
201508.0,1586.0
201509.0,1497.0
201510.0,1414.0
201511.0,1265.0
201512.0,1180.0
