ano_mes,Frequency.3
201409.0,5386.0
201411.0,5299.0
201412.0,5239.0
201410.0,4778.0
201501.0,2361.0
201502.0,2357.0
201503.0,2312.0
201504.0,2285.0
201505.0,2195.0
201506.0,2179.0
201510.0,2146.0
201507.0,2133.0
201509.0,2123.0
201511.0,2113.0
201512.0,2095.0
201508.0,2091.0
