ano_mes,Frequency.2
201508.0,8632.0
201510.0,8432.0
201511.0,8407.0
201505.0,8401.0
201503.0,8398.0
201507.0,8368.0
201506.0,8325.0
201501.0,8268.0
201509.0,8242.0
201504.0,8196.0
201502.0,8193.0
201512.0,8138.0
