ano_mes,Frequency.2
201308.0,8611.0
201307.0,8425.0
201304.0,8398.0
201303.0,8388.0
201309.0,8355.0
201301.0,8348.0
201311.0,8345.0
201305.0,8305.0
201312.0,8270.0
201310.0,8234.0
201306.0,8175.0
201302.0,8146.0
