ano_mes,Frequency.3
201501.0,7266.0
201503.0,7089.0
201502.0,7004.0
201504.0,6826.0
201409.0,6825.0
201411.0,6730.0
201410.0,6678.0
201505.0,6541.0
201507.0,6073.0
201506.0,5943.0
201509.0,5739.0
201412.0,5707.0
201508.0,5542.0
201510.0,5448.0
201511.0,5372.0
201512.0,5217.0
