fecha_fin_tratamiento,Frequency.6
2016-08-29,7835.0
2016-08-11,7835.0
2016-03-05,7820.0
2016-12-19,7814.0
2017-01-18,7801.0
2017-01-12,7784.0
2018-11-23,7725.0
2018-08-27,7713.0
2018-12-25,7708.0
2018-10-14,7685.0
2016-08-16,7669.0
2018-10-26,7635.0
2017-01-10,7607.0
2016-08-12,7566.0
2018-10-21,7538.0
2016-08-01,7504.0
2018-10-28,7476.0
2018-11-16,7472.0
2016-08-08,7400.0
2019-01-25,7393.0
2018-09-28,7327.0
2018-08-21,7320.0
2018-11-11,7308.0
2017-01-25,7292.0
2018-10-31,7287.0
2018-11-18,7282.0
2017-01-26,7281.0
2018-08-29,7234.0
2017-01-13,7225.0
2018-09-14,7214.0
2016-04-16,7187.0
2018-08-30,7180.0
2016-08-22,7171.0
2017-01-24,7147.0
2018-09-16,7139.0
2019-02-01,7110.0
2018-09-23,7090.0
2016-10-12,7075.0
2018-12-16,7064.0
2019-01-13,7027.0
2019-01-27,7008.0
2017-02-01,7003.0
2016-04-23,6985.0
2019-05-03,6982.0
2018-10-08,6958.0
2016-12-28,6950.0
2017-02-02,6932.0
2019-02-08,6913.0
2018-10-12,6859.0
2017-02-08,6838.0
2017-01-19,6779.0
2019-05-10,6766.0
2017-02-09,6724.0
2018-12-09,6705.0
2017-05-03,6698.0
2018-08-20,6686.0
2018-08-22,6675.0
2019-04-26,6663.0
2017-02-07,6656.0
2019-03-22,6655.0
2019-04-12,6622.0
2017-02-21,6617.0
2017-02-15,6614.0
2019-01-06,6562.0
2017-03-29,6528.0
2017-03-08,6496.0
2016-05-07,6484.0
2016-12-22,6454.0
2017-03-01,6448.0
2016-11-01,6408.0
2017-01-31,6406.0
2018-12-21,6399.0
2016-12-27,6385.0
2017-02-14,6370.0
2016-04-10,6345.0
2017-03-14,6319.0
2017-03-02,6305.0
2017-02-16,6304.0
2019-05-17,6284.0
2017-03-30,6272.0
2019-04-19,6259.0
2019-02-15,6258.0
2019-02-22,6257.0
2019-04-05,6255.0
2017-02-22,6228.0
2017-03-07,6220.0
2017-02-23,6202.0
2017-02-03,6192.0
2018-09-09,6113.0
2016-04-09,6097.0
2018-11-25,6083.0
2017-01-27,6079.0
2018-07-10,6060.0
2017-02-10,6060.0
2016-05-14,6040.0
2018-07-31,6021.0
2017-03-09,6002.0
2018-07-09,5996.0
2017-03-15,5992.0
2019-03-01,5974.0
2019-04-30,5965.0
2017-01-16,5961.0
2017-01-20,5960.0
2019-02-03,5958.0
2019-04-29,5938.0
2017-05-10,5928.0
2017-05-04,5917.0
2018-09-07,5905.0
2018-08-07,5871.0
2017-10-18,5862.0
2017-05-02,5862.0
2016-12-29,5855.0
2019-01-04,5839.0
2017-05-09,5827.0
2017-03-22,5808.0
2019-03-08,5804.0
2019-02-24,5775.0
2018-07-11,5772.0
2018-08-23,5762.0
2016-05-21,5748.0
2019-01-20,5746.0
2018-08-06,5733.0
2019-02-10,5723.0
2017-05-17,5705.0
2019-03-03,5702.0
2017-01-09,5698.0
2016-05-28,5696.0
2017-03-21,5668.0
2016-12-08,5664.0
2017-02-17,5636.0
2019-03-24,5628.0
2017-10-17,5606.0
2017-05-30,5590.0
2018-08-08,5589.0
2018-08-16,5580.0
2016-04-30,5574.0
2017-03-16,5567.0
2017-10-03,5566.0
2018-08-01,5538.0
2017-03-28,5531.0
2019-04-14,5526.0
2018-09-02,5521.0
2016-04-02,5510.0
2017-03-06,5505.0
2017-05-16,5502.0
2018-12-02,5491.0
2017-04-05,5478.0
2017-10-04,5474.0
2018-10-11,5471.0
2017-05-31,5470.0
2017-09-20,5457.0
2017-01-23,5443.0
2019-02-17,5442.0
2017-10-05,5438.0
2017-01-30,5434.0
2019-05-31,5400.0
2018-08-15,5379.0
2016-06-18,5371.0
2017-05-18,5360.0
2017-02-06,5357.0
2017-05-25,5355.0
2017-05-08,5354.0
2017-10-19,5321.0
2018-08-31,5311.0
2016-06-11,5307.0
2017-10-24,5307.0
2016-07-16,5298.0
2017-11-07,5289.0
2017-05-11,5288.0
2019-03-15,5282.0
2017-05-23,5267.0
2018-07-30,5266.0
2018-07-03,5248.0
2017-09-27,5244.0
2017-05-05,5243.0
2017-06-13,5240.0
2017-04-06,5240.0
2016-12-30,5236.0
2017-02-24,5233.0
2017-03-31,5231.0
2017-05-24,5222.0
2017-02-27,5221.0
2017-03-03,5214.0
2017-03-10,5214.0
2017-10-25,5201.0
2019-05-05,5200.0
2019-05-24,5198.0
2017-09-19,5189.0
2017-12-12,5186.0
2017-02-20,5175.0
2018-12-28,5151.0
2019-04-21,5116.0
2018-12-06,5104.0
2019-03-10,5104.0
2017-01-03,5103.0
2016-12-23,5100.0
2016-04-17,5099.0
2018-02-08,5085.0
2017-06-01,5083.0
2016-05-15,5081.0
2016-05-29,5067.0
2017-06-06,5049.0
2017-11-08,5046.0
2016-05-01,5045.0
2018-07-04,5040.0
2019-06-07,5038.0
2017-05-22,5032.0
2017-09-28,5029.0
2017-03-13,5028.0
2017-09-26,5028.0
2017-02-13,5028.0
2018-07-24,5024.0
2019-03-28,5023.0
2017-06-27,5017.0
2018-06-07,5002.0
2017-12-13,4999.0
2019-03-18,4998.0
2017-06-14,4997.0
2017-06-21,4989.0
2018-07-02,4985.0
2016-04-03,4973.0
2017-11-02,4968.0
2017-06-15,4967.0
2017-11-15,4953.0
2017-11-21,4942.0
2017-03-23,4925.0
2016-04-24,4922.0
2017-11-28,4921.0
2018-12-31,4921.0
2017-12-14,4908.0
2016-08-13,4907.0
2017-11-14,4905.0
2017-01-04,4879.0
2017-04-04,4853.0
2016-03-06,4852.0
2017-05-15,4852.0
2017-09-13,4847.0
2018-08-09,4844.0
2017-06-07,4838.0
2016-12-05,4838.0
2018-05-29,4827.0
2018-07-23,4824.0
2017-10-23,4822.0
2017-11-22,4813.0
2018-07-12,4802.0
2017-10-16,4761.0
2017-09-21,4755.0
2017-05-29,4746.0
2018-01-31,4740.0
2017-06-20,4740.0
2017-04-07,4736.0
2017-06-28,4732.0
2018-07-17,4729.0
2017-03-27,4725.0
2017-05-12,4718.0
2017-11-09,4710.0
2018-01-30,4685.0
2018-03-07,4682.0
2016-10-15,4682.0
2017-12-19,4675.0
2018-02-28,4673.0
2018-08-02,4668.0
2018-06-05,4665.0
2018-01-16,4658.0
2017-09-12,4650.0
2017-09-14,4645.0
2017-11-16,4644.0
2017-04-26,4624.0
2018-01-17,4621.0
2019-04-01,4614.0
2017-11-06,4607.0
2018-06-06,4606.0
2018-06-26,4605.0
2017-11-30,4583.0
2017-06-22,4578.0
2016-05-08,4577.0
2017-10-02,4546.0
2016-06-25,4543.0
2019-05-19,4537.0
2017-12-20,4526.0
2018-02-14,4509.0
2018-01-24,4501.0
2018-02-21,4501.0
2017-03-20,4497.0
2017-09-06,4491.0
2018-03-21,4489.0
2018-01-10,4487.0
2017-06-05,4477.0
2017-10-26,4477.0
2017-05-19,4476.0
2017-11-23,4466.0
2017-06-12,4462.0
2017-09-25,4461.0
2018-05-30,4459.0
2017-06-19,4456.0
2017-04-25,4446.0
2017-10-20,4426.0
2018-07-25,4425.0
2017-06-08,4416.0
2018-07-05,4412.0
2017-05-26,4400.0
2019-05-12,4398.0
2017-06-29,4397.0
2017-10-10,4396.0
2016-05-22,4396.0
2017-11-29,4394.0
2017-07-05,4392.0
2017-09-18,4373.0
2017-12-11,4367.0
2018-06-27,4367.0
2017-09-22,4366.0
2018-01-25,4359.0
2018-07-18,4354.0
2017-06-09,4344.0
2018-05-08,4340.0
2019-06-18,4340.0
2018-03-13,4335.0
2018-02-27,4329.0
2016-06-04,4323.0
2018-01-18,4321.0
2017-06-02,4320.0
2018-08-17,4312.0
2017-09-29,4311.0
2019-06-11,4305.0
2018-06-28,4295.0
2018-02-13,4295.0
2017-06-30,4292.0
2018-05-09,4286.0
2018-02-20,4276.0
2018-02-07,4272.0
2018-04-18,4248.0
2017-11-03,4240.0
2017-04-12,4240.0
2017-06-26,4230.0
2016-09-17,4228.0
2017-11-10,4224.0
2018-07-16,4217.0
2018-04-11,4216.0
2018-02-01,4188.0
2016-07-09,4183.0
2018-05-15,4182.0
2017-07-04,4180.0
2017-11-27,4179.0
2018-02-09,4173.0
2016-09-10,4173.0
2018-08-24,4169.0
2017-04-27,4168.0
2018-06-25,4159.0
2016-08-20,4155.0
2018-05-23,4151.0
2019-06-10,4136.0
2019-06-12,4135.0
2018-08-13,4133.0
2018-01-09,4131.0
2017-04-11,4128.0
2017-04-18,4127.0
2018-06-19,4127.0
2017-09-15,4127.0
2019-05-26,4125.0
2018-01-11,4123.0
2018-01-23,4117.0
2017-12-15,4117.0
2018-03-28,4109.0
2016-06-12,4106.0
2018-07-26,4104.0
2018-03-14,4097.0
2018-02-06,4094.0
2018-12-05,4092.0
2019-06-19,4088.0
2017-10-13,4081.0
2017-09-05,4078.0
2017-11-13,4077.0
2018-07-06,4070.0
2017-12-21,4069.0
2017-11-20,4063.0
2019-04-28,4063.0
2018-05-31,4062.0
2018-04-27,4051.0
2018-12-24,4034.0
2018-06-04,4030.0
2018-04-10,4028.0
2018-01-26,4026.0
2018-05-22,4026.0
2018-03-27,4020.0
2017-06-16,4009.0
2017-04-03,4006.0
2017-09-07,4004.0
2018-06-20,4003.0
2017-07-12,3980.0
2018-03-09,3980.0
2018-08-19,3972.0
2019-06-25,3972.0
2016-12-03,3967.0
2017-12-18,3960.0
2018-02-02,3960.0
2017-07-06,3953.0
2016-12-10,3948.0
2018-05-02,3943.0
2018-04-25,3938.0
2018-06-18,3928.0
2017-04-19,3926.0
2017-04-20,3925.0
2017-10-30,3925.0
2017-10-11,3916.0
2017-01-02,3907.0
2018-03-20,3906.0
2019-07-02,3902.0
2017-10-06,3890.0
2018-08-26,3889.0
2017-04-21,3887.0
2017-07-11,3884.0
2018-03-06,3882.0
2018-04-04,3873.0
2017-09-11,3873.0
2017-04-28,3869.0
2018-06-12,3869.0
2018-04-24,3868.0
2018-03-01,3867.0
2018-03-02,3865.0
2018-02-15,3858.0
2018-01-12,3852.0
2018-08-10,3844.0
2019-07-03,3837.0
2017-10-27,3835.0
2019-06-02,3834.0
2018-04-06,3833.0
2018-07-19,3828.0
2018-05-16,3816.0
2017-01-05,3812.0
2019-06-26,3810.0
2018-05-28,3795.0
2018-05-07,3791.0
2016-09-03,3788.0
2016-06-05,3785.0
2017-07-03,3775.0
2017-07-27,3771.0
2016-10-01,3770.0
2018-01-15,3769.0
2017-06-23,3763.0
2019-06-17,3762.0
2017-10-31,3729.0
2016-07-02,3714.0
2017-07-07,3709.0
2019-07-01,3706.0
2017-11-17,3703.0
2016-06-19,3701.0
2018-05-10,3695.0
2016-12-17,3689.0
2017-04-10,3684.0
2016-11-26,3681.0
2018-01-29,3678.0
2017-07-18,3678.0
2018-02-19,3676.0
2016-08-15,3671.0
2017-07-26,3669.0
2018-06-13,3669.0
2016-10-22,3667.0
2018-05-17,3663.0
2018-04-03,3654.0
2018-02-05,3652.0
2017-11-24,3649.0
2017-12-01,3645.0
2018-06-21,3637.0
2017-07-20,3636.0
2019-07-09,3635.0
2018-03-22,3633.0
2018-04-05,3629.0
2018-02-22,3628.0
2018-05-03,3624.0
2018-03-08,3608.0
2016-08-06,3607.0
2018-04-17,3607.0
2017-07-25,3606.0
2018-05-24,3606.0
2018-06-08,3602.0
2017-03-17,3599.0
2018-01-08,3591.0
2018-06-01,3581.0
2017-09-08,3580.0
2019-06-13,3577.0
2017-07-28,3551.0
2017-07-19,3539.0
2017-03-24,3538.0
2018-04-20,3531.0
2019-06-20,3531.0
2018-02-12,3529.0
2018-04-26,3514.0
2018-05-21,3510.0
2018-08-03,3496.0
2018-03-12,3489.0
2017-08-29,3488.0
2017-12-04,3487.0
2018-03-15,3479.0
2018-05-04,3475.0
2018-07-13,3475.0
2018-02-23,3472.0
2016-10-29,3466.0
2017-08-31,3464.0
2019-07-08,3463.0
2017-08-30,3463.0
2017-08-01,3460.0
2016-06-26,3459.0
2017-08-22,3453.0
2016-09-24,3452.0
2018-01-19,3445.0
2018-08-14,3440.0
2018-05-25,3431.0
2019-07-04,3429.0
2016-07-23,3424.0
2017-09-04,3418.0
2016-07-30,3412.0
2016-11-19,3411.0
2017-07-21,3405.0
2019-06-27,3392.0
2018-08-12,3391.0
2017-07-10,3386.0
2017-07-13,3385.0
2019-06-24,3382.0
2018-03-16,3376.0
2019-07-10,3374.0
2018-05-11,3369.0
2017-08-23,3365.0
2018-05-18,3361.0
2018-05-14,3360.0
2017-09-01,3359.0
2017-08-02,3347.0
2018-02-26,3337.0
2018-03-26,3317.0
2018-06-11,3316.0
2018-03-05,3295.0
2016-08-27,3289.0
2017-08-09,3270.0
2018-04-19,3268.0
2016-08-07,3267.0
2018-06-14,3253.0
2018-01-22,3245.0
2017-07-17,3203.0
2017-08-17,3201.0
2017-12-22,3161.0
2018-03-23,3154.0
2017-08-28,3150.0
2018-02-16,3142.0
2018-07-27,3140.0
2017-08-03,3137.0
2017-07-31,3115.0
2017-08-24,3115.0
2017-12-05,3100.0
2018-08-05,3098.0
2018-03-29,3095.0
2018-07-20,3090.0
2018-01-03,3083.0
2017-07-14,3078.0
2017-08-16,3075.0
2017-01-06,3061.0
2017-08-08,3037.0
2017-12-28,3034.0
2016-08-28,3032.0
2017-07-24,3028.0
2018-06-29,3017.0
2017-12-27,2982.0
2017-08-04,2982.0
2019-07-11,2979.0
2017-08-18,2975.0
2016-11-12,2971.0
2017-08-10,2960.0
2017-08-25,2943.0
2018-09-29,2941.0
2017-08-07,2937.0
2018-11-17,2929.0
2016-12-26,2928.0
2018-04-12,2921.0
2017-08-21,2901.0
2018-04-23,2900.0
2016-11-05,2873.0
2018-01-04,2871.0
2016-10-09,2855.0
2018-04-16,2848.0
2018-01-02,2808.0
2017-08-11,2776.0
2018-11-10,2759.0
2016-09-25,2686.0
2018-04-13,2685.0
2018-09-22,2674.0
2016-07-10,2666.0
2018-06-15,2655.0
2018-10-13,2634.0
2018-11-03,2622.0
2018-10-06,2613.0
2017-01-07,2611.0
2018-11-24,2602.0
2019-04-07,2598.0
2016-07-31,2584.0
2017-01-14,2579.0
2018-09-01,2574.0
2016-12-31,2564.0
2017-12-29,2561.0
2017-12-07,2556.0
2016-07-24,2553.0
2018-06-22,2552.0
2016-10-30,2525.0
2018-10-20,2524.0
2018-07-29,2505.0
2018-09-15,2479.0
2018-07-22,2448.0
2018-12-01,2408.0
2016-09-11,2394.0
2017-12-26,2381.0
2018-10-07,2377.0
2016-08-14,2376.0
2016-08-21,2367.0
2018-04-30,2366.0
2017-01-28,2344.0
2016-07-17,2340.0
2016-09-04,2289.0
2018-09-08,2288.0
2016-10-16,2281.0
2018-07-08,2278.0
2018-07-15,2274.0
2016-09-18,2236.0
2016-10-08,2234.0
2018-08-25,2232.0
2018-10-27,2200.0
2018-01-05,2199.0
2018-08-18,2199.0
2016-11-27,2184.0
2016-12-11,2179.0
2018-08-11,2163.0
2016-07-03,2154.0
2019-06-14,2154.0
2016-10-23,2152.0
2018-12-15,2135.0
2018-07-01,2132.0
2018-04-09,2086.0
2018-02-17,2081.0
2018-12-29,2069.0
2017-05-01,2038.0
2016-10-02,2036.0
2017-04-24,2026.0
2019-07-05,2024.0
2019-06-21,2022.0
2017-11-01,2001.0
2018-07-28,1999.0
2017-06-10,1988.0
2018-12-30,1971.0
2018-12-22,1959.0
2017-01-21,1953.0
2019-01-19,1950.0
2017-08-14,1928.0
2017-02-04,1913.0
2018-08-04,1899.0
2019-01-05,1897.0
2017-10-12,1893.0
2017-10-09,1879.0
2017-04-13,1878.0
2018-06-24,1875.0
2019-06-28,1846.0
2018-12-07,1830.0
2018-12-08,1829.0
2016-11-06,1796.0
2019-01-12,1788.0
2019-01-26,1782.0
2016-12-06,1745.0
2018-07-21,1744.0
2018-01-27,1702.0
2017-04-14,1702.0
2016-12-18,1701.0
2017-02-18,1699.0
2017-09-23,1697.0
2019-07-12,1689.0
2018-02-24,1671.0
2018-05-01,1668.0
2017-02-11,1663.0
2019-02-02,1644.0
2017-02-25,1637.0
2016-11-20,1635.0
2018-04-07,1633.0
2016-12-25,1575.0
2018-06-17,1573.0
2017-09-30,1573.0
2018-12-23,1568.0
2016-11-13,1546.0
2018-07-07,1532.0
2018-03-30,1521.0
2019-06-09,1470.0
2019-02-09,1460.0
2018-07-14,1440.0
2018-04-02,1429.0
2017-12-06,1427.0
2019-06-16,1419.0
2017-10-07,1417.0
2019-02-23,1409.0
2017-03-04,1401.0
2018-01-01,1397.0
2018-06-30,1395.0
2018-03-24,1386.0
2017-07-15,1381.0
2019-06-23,1378.0
2019-06-30,1376.0
2019-03-02,1374.0
2016-12-24,1372.0
2018-06-10,1358.0
2017-03-11,1352.0
2017-01-29,1342.0
2017-05-06,1332.0
2017-10-08,1322.0
2016-12-04,1310.0
2017-02-26,1306.0
2019-02-16,1304.0
2018-02-10,1300.0
2019-03-23,1297.0
2017-12-08,1290.0
2017-03-18,1285.0
2019-03-09,1285.0
2017-04-17,1271.0
2017-10-14,1271.0
2017-08-15,1258.0
2018-03-19,1250.0
2019-03-16,1241.0
2017-05-20,1239.0
2017-09-09,1222.0
2017-12-09,1218.0
2019-03-29,1217.0
2019-07-07,1206.0
2017-05-28,1204.0
2018-05-12,1200.0
2017-09-16,1196.0
2017-01-08,1189.0
2017-04-08,1168.0
2019-04-20,1165.0
2017-04-29,1160.0
2019-04-13,1159.0
2019-04-27,1157.0
2017-06-03,1150.0
2018-03-17,1150.0
2017-11-04,1148.0
2018-01-28,1142.0
2017-03-26,1139.0
2017-01-22,1133.0
2017-06-17,1129.0
2017-09-02,1119.0
2017-05-13,1115.0
2017-11-18,1113.0
2018-06-02,1113.0
2017-10-21,1106.0
2018-02-03,1105.0
2019-05-04,1104.0
2017-07-30,1091.0
2017-01-15,1091.0
2017-04-15,1091.0
2018-05-27,1087.0
2017-11-11,1085.0
2018-04-14,1081.0
2017-10-28,1080.0
2017-05-27,1075.0
2018-03-10,1074.0
2018-04-21,1072.0
2017-04-01,1064.0
2017-08-27,1063.0
2019-04-06,1062.0
2017-12-30,1053.0
2017-01-01,1052.0
2018-01-13,1049.0
2017-12-02,1046.0
2018-05-26,1034.0
2018-04-28,1033.0
2017-10-01,1033.0
2018-05-06,1021.0
2018-05-19,1016.0
2017-06-25,1015.0
2017-08-19,1010.0
2017-07-29,1007.0
2017-12-16,1005.0
2017-06-24,1003.0
2017-11-25,998.0
2018-06-16,998.0
2017-04-30,997.0
2017-04-22,992.0
2017-10-29,987.0
2017-08-26,985.0
2019-05-11,979.0
2017-08-05,966.0
2017-05-21,962.0
2019-03-30,958.0
2017-03-12,953.0
2017-02-05,953.0
2019-05-18,950.0
2017-12-23,942.0
2017-07-01,941.0
2018-06-23,925.0
2017-05-07,922.0
2017-07-08,921.0
2017-03-19,920.0
2018-06-03,917.0
2017-07-22,909.0
2018-03-03,907.0
2017-08-12,891.0
2017-11-26,888.0
2017-05-14,881.0
2018-04-01,880.0
2018-05-05,879.0
2017-09-24,869.0
2018-05-20,865.0
2017-12-31,864.0
2018-01-20,863.0
2017-10-22,862.0
2017-03-05,859.0
2017-03-25,855.0
2019-03-17,851.0
2018-01-14,844.0
2019-03-31,840.0
2018-02-04,837.0
2017-12-10,830.0
2017-11-19,828.0
2017-09-17,828.0
2017-10-15,823.0
2017-02-12,821.0
2018-05-13,813.0
2017-12-25,809.0
2017-12-17,808.0
2018-03-31,808.0
2019-05-25,808.0
2017-02-19,807.0
2017-08-20,806.0
2018-02-25,786.0
2017-08-06,780.0
2017-06-18,777.0
2018-06-09,777.0
2017-06-11,776.0
2017-11-05,768.0
2017-07-23,767.0
2017-06-04,760.0
2018-02-11,753.0
2018-03-18,750.0
2017-09-10,750.0
2017-09-03,749.0
2018-01-21,747.0
2018-01-07,735.0
2018-02-18,725.0
2018-03-04,718.0
2018-03-25,713.0
2017-12-03,709.0
2017-07-09,707.0
2018-04-08,702.0
2019-06-01,684.0
2017-12-24,680.0
2018-04-15,668.0
2017-07-16,667.0
2017-07-02,665.0
2018-03-11,665.0
2017-04-02,656.0
2017-11-12,623.0
2018-04-22,611.0
2017-08-13,610.0
2017-04-23,609.0
2018-04-29,603.0
2018-01-06,569.0
2017-04-16,546.0
2019-06-08,536.0
2017-04-09,531.0
2019-06-15,330.0
2019-06-22,245.0
2019-06-29,233.0
2019-07-06,203.0
2019-07-13,73.0
