cod_diagnostico,Frequency.4
289.81,5546
218.0,5532
787.99,5527
755.50,5527
930.8,5521
3E0F7GC,5508
998.83,5504
306.8,5500
V80.2,5482
916.4,5482
250.4,5482
293.84,5481
278.03,5476
618.0,5465
386.00,5463
79.31,5463
33.23,5461
453.41,5452
81.08,5450
523.3,5445
V49.9,5440
437.8,5439
228.04,5425
754.71,5425
37.26,5423
V61.7,5422
10.06.01,5410
V27.2,5399
00119,5399
634.91,5397
111,5394
E78.4,5393
153.4,5390
B28010.8,5382
656.31,5377
998.2,5376
923.2,5375
564.09,5374
Z90.710,5370
K57.30,5364
296.7,5356
600.9,5353
281.3,5349
648.2,5349
646.63,5344
658.21,5335
523.8,5333
1.3,5322
77.58,5319
I87.2,5319
233.7,5317
535.00,5311
20.06,5311
00109,5308
656.51,5306
780.1,5305
695.4,5304
595.2,5294
345.1,5293
785.51,5283
529.6,5272
786.30,5268
366.00,5265
51.88,5264
344.1,5263
304.01,5263
378.9,5253
370.03,5252
Z90.49,5250
693.0,5248
041.6,5247
345.40,5243
789.1,5226
705.21,5224
426.53,5215
628.0,5212
V42.7,5198
550.91,5194
300.09,5188
290.9,5187
331.4,5182
394.0,5182
302.71,5181
V58.49,5180
726.7,5177
553.20,5174
653.41,5167
242.0,5165
726.91,5160
478.6,5159
404.91,5159
054.1,5153
456.1,5151
722.93,5151
238.75,5147
300.21,5141
798.9,5141
692.8,5134
519.9,5132
384.20,5131
68.23,5129
922.32,5129
297.1,5125
225.2,5125
68.16,5121
438.9,5109
840.6,5106
754.1,5094
74.99,5093
424.2,5091
53.03,5091
663.11,5084
618.04,5078
250.82,5078
V85.22,5077
790.5,5077
08.20,5075
715.34,5074
281,5072
682.7,5072
420.90,5066
577.2,5064
00017,5062
86.04,5061
996.41,5045
473.0,5044
789.2,5040
441.2,5040
162.2,5038
49.51,5037
196.2,5035
883,5033
812.09,5029
E914,5021
66.39,5018
825.35,5016
B2111ZZ,5014
997.5,5012
65.25,5010
V56.0,5002
218.2,4999
V85.1,4998
45.76,4995
584.8,4987
373.1,4984
933.0,4978
V16.0,4974
437.7,4968
21.61,4968
651.01,4967
522.8,4961
238.71,4961
795.5,4958
344.9,4955
E906.4,4955
597.8,4954
573.3,4952
369.70,4937
V23,4934
00020,4926
198.7,4921
E885,4920
211.1,4913
H40.9,4910
161.9,4909
261,4908
227.3,4903
959.01,4902
997.4,4901
263.0,4893
Z79.899,4888
V72.62,4884
60.5,4882
891.1,4882
372.71,4870
697.9,4869
V26.51,4863
75.32,4859
646.31,4859
312.31,4858
V85.23,4858
569.83,4851
594.1,4844
37.34,4844
716.90,4841
627.4,4839
708.3,4838
464.2,4825
784.51,4820
V61.9,4817
86.59,4816
574.90,4810
525.1,4805
89.44,4804
C67.9,4804
93.08,4803
00214,4801
374.30,4797
367.31,4795
428.30,4795
300.7,4795
873.43,4793
790.95,4786
V03.82,4784
385.30,4778
690.8,4776
V15.51,4773
402.11,4771
69.52,4762
155.1,4755
06.2,4752
I27.2,4751
312.9,4750
996.66,4749
28.2,4748
560.81,4738
375.32,4738
317,4735
611.79,4735
459.0,4727
87.54,4725
924,4723
239.4,4716
00019,4716
600.91,4715
530.5,4711
604.99,4711
652.21,4710
460,4708
618.2,4707
87.79,4704
09.81,4701
Z59.3,4699
727.81,4696
00025,4696
731.0,4696
570,4695
J90,4687
Z92.21,4686
E903,4686
V45.1,4683
659.63,4680
438.85,4671
Z88.1,4666
914.4,4664
V43.82,4660
831.04,4659
362.0,4658
883.2,4655
C78.7,4647
V06.6,4643
74.0,4643
524.3,4640
728.83,4638
222.2,4634
211.4,4628
67.2,4628
715.04,4628
198.89,4616
437.9,4615
959.8,4615
626.8,4612
V85.21,4611
84.11,4610
1.1.01,4601
726.3,4593
V07.39R,4583
O42.02,4580
V61.49,4580
250.91,4573
284.1,4569
787.60,4568
053.20,4568
V15.1,4559
Z85.3,4551
680.3,4550
345.50,4549
B96.20,4546
83.13,4541
427.41,4541
656.61,4532
813.01,4531
40.51,4529
244.1,4526
00059,4526
38.95,4525
138,4515
728.89,4512
575.8,4511
759.2,4509
300.22,4505
210.2,4505
708.1,4494
519.19,4490
0WUF0JZ,4489
574.21,4479
072.9,4474
300.29,4465
205.00,4464
56.0,4464
996.64,4461
997.1,4461
96.48,4459
1.2.03,4451
716.65,4451
112.89,4450
426.9,4438
446.5,4437
370.01,4436
372.20,4434
627.9,4433
757.6,4433
526.2,4426
389.13,4423
43.11,4419
998.32,4418
716.24,4412
530.3,4410
37.71,4409
295.3,4407
262,4402
438.11,4401
239.0,4399
733.42,4395
575.10,4391
278,4390
599.60,4390
729.9,4389
00094,4389
V85.25,4388
250.10,4388
11.39,4381
54.25,4377
585.1,4374
V16.3,4364
379.00,4362
931,4361
H35.89,4357
V58.89,4350
30.01.05,4349
812.21,4343
V49.72,4342
404.90,4339
466,4326
0009N,4321
627.0,4318
783.1,4318
V85.24,4317
701.8,4316
682.1,4312
94.11,4295
474.11,4294
304.9,4291
49.12,4279
478.19,4276
0DJD8ZZ,4273
Z92.3,4273
00046.68,4270
V15.07,4270
75.1,4269
295.32,4265
V86.0,4263
989.84,4257
55.51,4252
724,4249
571.40,4248
607.89,4244
00061A,4242
733.82,4241
922,4239
785.59,4235
520.2,4233
305.03,4230
V44.1,4228
3E0C329,4222
V85.30,4222
342.9,4220
79.12,4218
08DJ3ZZ,4216
812.20,4214
569.9,4212
01N50ZZ,4209
362.51,4206
30.01.03,4202
807.01,4198
854.0,4197
427.2,4196
622.10,4195
88.47,4194
99.77,4193
997.91,4190
339.1,4188
726.72,4187
304.3,4187
20.01.02,4186
E66.01,4182
196.3,4181
440.24,4180
661.11,4175
996.62,4172
21.31,4171
382.3,4165
722.5,4163
45.62,4160
435.8,4157
659.41,4156
A41.9,4150
716,4149
J22,4141
078.0,4139
958.3,4139
V72.6,4135
00198,4135
656.1,4134
719.7,4134
110.0,4133
C61,4130
414,4128
737,4127
493.01,4123
242.00,4121
290.3,4121
719.48,4120
977.9,4119
695.2,4118
75.31,4117
848.8,4117
14.9,4108
530.19,4107
93.54,4101
996.54,4098
035,4097
362.30,4096
790.1,4096
511.81,4095
380.2,4095
90.42,4094
G20,4093
89.38,4092
281.0,4081
V44.2,4081
959.4,4075
821.00,4072
813,4070
V10.42,4070
215.9,4068
372.2,4068
V45.09,4066
305.2,4065
519.1,4061
V58.1,4057
511.0,4056
228.01,4054
654.23,4054
304.31,4051
89.39,4047
562.12,4047
455.8,4043
362.10,4039
457.2,4039
451.19,4038
075,4037
173.8,4034
4A043R1,4034
36.15,4033
753.10,4032
576.2,4031
959.6,4019
250.71,4015
525.8,4011
808.8,4010
V18.0,3996
298.1,3996
438.7,3995
0DJ68ZZ,3995
93.18,3984
924.2,3980
368.15,3977
250.51,3975
426.7,3973
08DK3ZZ,3971
844,3970
289.0,3970
216.3,3968
362.11,3962
998.89,3957
V62.5,3956
528.00,3952
618.9,3949
728.3,3948
00124,3948
51.87,3944
433.1,3944
396.2,3941
Z95.1,3941
616.2,3938
241.9,3934
97.62,3932
V49.86,3931
452,3925
V15.06,3924
79.16,3924
295.34,3921
Z3A.38,3919
90.92,3918
304.0,3918
65.63,3914
447.1,3909
587,3899
BW00ZZZ,3895
V45.75,3895
362.34,3887
00028,3885
162.5,3878
714,3878
294.11,3877
88.94,3876
524.63,3875
295.82,3868
276.5,3861
37.23,3853
V06.5,3852
523.33,3849
753.12,3849
998.6,3848
Z98.41,3846
381.1,3845
719.0,3845
300.20,3844
618.3,3843
388.0,3832
V07.39N,3831
250.20,3831
569.89,3830
709.0,3825
564.9,3821
721.5,3807
676.50,3805
807.0,3804
362.82,3796
471.8,3795
493.20,3794
583.9,3787
386.2,3785
522.6,3775
571.6,3771
996.72,3769
368.44,3768
196.0,3768
728.9,3766
614.2,3765
708.5,3764
845.09,3761
727,3755
703.9,3753
555.1,3751
438.13,3749
B7100.2,3744
916.5,3743
922.2,3741
307.51,3740
232.3,3735
608.4,3727
173.31,3723
00046.72,3722
I34.0,3721
V13.09,3717
611.6,3714
998.5,3709
721.1,3708
35.22,3708
252.01,3706
86.05,3704
394.2,3704
493.10,3698
820.21,3698
625.8,3697
368.40,3696
707.00,3693
041.09,3693
996.53,3681
562.00,3680
622.11,3680
202.8,3679
252.00,3675
571.1,3674
42.33,3672
55.23,3668
295.70,3665
54.4,3664
216.5,3662
438.82,3660
070.70,3660
840.4,3659
362.54,3656
O70.0,3651
345.80,3649
48.63,3649
72.79,3648
718.40,3647
V10.52,3647
736.42,3644
396.9,3644
737.9,3642
306.3,3642
787.22,3638
B28010.2,3638
348.1,3632
77.28,3631
871.6,3625
379.99,3621
E888.9,3619
820.2,3616
56.31,3616
31.42,3615
614.9,3612
382,3611
54.51,3611
388.72,3602
88.42,3600
520.8,3600
3.3.12,3600
964.2,3598
N18.6,3596
395.0,3595
153.2,3586
232.4,3585
155.2,3584
304.23,3581
728.2,3574
304.21,3574
H25.11,3572
V40.9,3569
V49.70,3567
987.9,3563
873.8,3560
307.42,3559
39.29,3558
G47.30,3556
R55,3553
388.69,3548
795.79,3547
49.39,3542
729.30,3541
643.0,3539
536,3532
280.8,3530
933.1,3530
V64.41,3521
381.81,3520
921.1,3520
054.10,3518
304.00,3518
87.42,3514
923.03,3511
381.00,3511
844.1,3505
382.00,3504
787.7,3503
296.20,3501
381.02,3496
842.0,3491
I50.1,3489
009.1,3487
278.8,3482
R50.9,3481
V53.6,3480
295.0,3480
788.29,3480
232,3479
715.3,3479
V58.42,3476
041.12,3474
395.1,3473
0YU50JZ,3471
I35.0,3468
355.0,3465
707.14,3463
038.8,3461
569.1,3459
K59.00,3459
00136,3459
10903Z9,3454
04.49,3453
574.0,3450
288.60,3448
727.0,3446
287.31,3446
366.14,3445
530.7,3442
579.8,3442
90.43,3441
94.25,3440
370.40,3439
593.3,3438
E880,3435
99.28,3431
0TBB8ZZ,3431
81.45,3430
823.20,3430
00089,3426
348.31,3423
367.8,3421
736.79,3421
F03.90,3421
239.7,3420
180.9,3418
82.35,3415
686.1,3415
88.28,3414
228.09,3414
245.9,3413
070.51,3408
BW28ZZZ,3407
405.1,3404
85.41,3402
528.01,3401
716.64,3400
606.0,3399
274.8,3399
996.59,3396
89.13,3394
68.41,3394
191.9,3393
758.0,3393
571.0,3391
76.39,3390
743.20,3388
526.9,3388
92.29,3385
H25.12,3385
717.40,3381
239.5,3377
624.0,3375
530.0,3374
89.43,3368
380,3367
V67.09,3367
607.85,3366
374.10,3361
361.00,3358
V25.03,3357
112.84,3356
00087,3356
923,3355
Z3A.41,3354
780.0,3353
296.40,3348
296.4,3345
Z95.2,3343
881.01,3341
83.5,3341
4A0HXCZ,3339
V85.31,3337
008.45,3336
45.16,3335
523.40,3333
943.01,3332
492.0,3331
715.18,3330
611.8,3324
99.20,3319
V10.82,3317
08J0XZZ,3314
239.1,3313
873.73,3312
77.38,3311
070.3,3310
541,3308
87.37,3308
304.03,3308
83.39,3307
934.9,3303
998.31,3297
757.5,3297
614.6,3294
V47.3,3291
49.11,3284
099.8,3283
Z98.42,3281
4A05XLZ,3281
44.43,3279
V17.3,3277
354.1,3275
077.99,3274
529.1,3272
0003N,3272
457.0,3271
709.1,3271
333.90,3269
995.81,3265
716.67,3261
478.9,3259
F41.8,3258
81.07,3255
706.0,3254
451.89,3247
359.9,3247
39.90,3246
J96.01,3243
V12.79,3243
799.1,3241
46.10,3239
G40.909,3237
459.2,3236
250.41,3232
V49.76,3230
934.1,3228
291.81,3227
188.8,3226
O34.21,3226
V61.0,3226
596.8,3224
607.9,3224
389.17,3223
B28014.1,3221
634.9,3220
307.1,3217
521.02,3215
21.69,3209
787,3209
009.2,3209
250.7,3209
69.09,3208
V45.3,3207
V58.81,3203
92.27,3203
648.93,3203
796.9,3197
930.9,3197
624.1,3196
342.91,3195
715.38,3195
472,3194
735.3,3194
295.7,3194
820.03,3192
79.11,3189
V10.04,3181
85.12,3178
571.4,3177
622.12,3175
I42.0,3174
F02.80,3172
10D07Z6,3171
331.7,3169
624.8,3166
00110,3165
528.4,3164
53.69,3156
429.89,3155
707.8,3154
358.00,3148
C79.51,3147
575.11,3141
788.39,3140
88.44,3137
535.01,3134
727.67,3132
246.8,3131
196.1,3131
F10.10,3129
78.65,3128
969.4,3125
027.2,3120
67.32,3118
F10.21,3116
648.0,3115
722.1,3114
473.8,3112
08J1XZZ,3110
924.0,3110
306.1,3109
V85.32,3108
V45,3107
173.4,3106
Z99.2,3106
E87.2,3105
456,3104
V22.2,3104
737.19,3103
82.91,3102
V55.3,3096
792.2,3092
173,3090
V68.09,3084
525,3082
K76.0,3082
008.8,3079
719.9,3078
F34.1,3076
510.9,3071
686.8,3070
287.3,3068
379.92,3067
269.1,3067
G31.84,3066
97.64,3066
913.4,3062
374.3,3061
84.17,3058
733.7,3055
253.2,3054
788.91,3054
707.09,3052
532.40,3052
I11.9,3044
511.89,3041
717.89,3041
754.61,3041
13.59,3040
B18.2,3037
661.41,3037
909.5,3035
E87.1,3034
K42.9,3033
716.5,3033
600.1,3026
I25.89,3026
V63.9,3024
691.0,3021
87.24,3020
BW20ZZZ,3019
373.02,3015
807.09,3013
V17.0,3009
99.22,3008
309.2,3007
250.81,3007
234.8,3006
0004N,3004
614.1,2994
V42.5,2994
V50.1,2991
V45.76,2986
93.39,2982
331.3,2981
454.2,2979
249.00,2978
529.3,2978
567.9,2977
V85.41,2976
757.39,2975
252.1,2974
919.2,2973
696.8,2973
683,2971
660.11,2967
Z98.61,2966
242.20,2966
815,2964
00074,2964
796.4,2963
512.1,2963
300.81,2959
464.00,2957
BN20ZZZ,2956
286.7,2955
533.90,2954
V42.2,2953
57.33,2952
701.3,2951
787.29,2948
V46.3,2944
788.4,2941
694.0,2937
781.99,2935
756.11,2934
748.1,2933
794,2932
914.0,2930
917.4,2927
00.47,2927
24.4,2925
011.9,2921
173.5,2917
85.43,2914
752.69,2911
96.59,2911
93.83,2910
252.02,2907
55.03,2906
474.8,2905
995.0,2904
J20.9,2900
V06,2897
323.9,2895
83.64,2892
B7100.8,2891
J43.9,2889
99.60,2885
301.89,2882
825.20,2882
787.04,2876
815.02,2873
V71.89,2872
286.5,2872
342.92,2869
487.8,2869
355.8,2868
527.6,2866
724.8,2864
643.9,2864
995.82,2864
335.20,2863
305.21,2862
E78.9,2861
610.8,2856
345.9,2855
I12.0,2854
448.9,2853
V45.2,2851
94.08,2850
540.0,2847
380.12,2844
127.0,2844
V10.02,2836
675.2,2835
85.53,2834
244.3,2831
13.72,2831
995.80,2831
923.09,2828
424.90,2828
600.10,2824
410.31,2824
96.39,2823
40.3,2822
V07.39A,2820
643,2816
312.89,2812
996.42,2810
388.12,2809
304.93,2808
745.5,2806
737.10,2805
345.00,2805
66.32,2804
0WQNXZZ,2802
578,2800
Y83.1,2797
250.42,2797
135,2797
572.8,2794
BW24ZZZ,2793
995.20,2790
799.81,2789
522.9,2789
753.0,2788
640.03,2778
BW21ZZZ,2776
426.52,2775
370.9,2775
0BH17EZ,2774
733.02,2774
0YU60JZ,2773
784.4,2772
78.69,2770
425.9,2762
718.31,2762
716.2,2760
33.27,2759
36.19,2758
388.2,2758
536.9,2756
00137,2755
368.16,2754
287.8,2753
191.0,2753
680.1,2752
86.74,2752
531.40,2750
00188,2750
720.9,2748
88.21,2747
174.2,2747
751.5,2745
40.29,2742
Z85.038,2741
179,2740
350.2,2739
294.20,2739
996.81,2738
793.99,2737
19.4,2736
394.9,2736
94.13,2734
616.4,2731
781.9,2727
94.23,2726
569.81,2726
307.20,2725
824.6,2725
37.81,2724
O92.5,2723
75.35,2715
536.3,2711
66.29,2710
456.20,2709
434.00,2707
85.19,2707
348.0,2706
459,2705
802.4,2704
794.9,2702
478.79,2701
663.21,2698
680.6,2698
274.00,2697
635.9,2697
35.21,2695
003.0,2695
BT4JZZZ,2694
3E013GC,2690
372.22,2688
333.99,2686
726.60,2682
996.1,2679
493.82,2678
996.74,2678
789.51,2678
82.21,2676
727.06,2676
I73.9,2676
426.12,2674
411.89,2668
01.59,2665
E943.0,2664
45.93,2661
V12.09,2660
625.4,2656
850.9,2655
695.1,2654
R32,2653
799.21,2650
81.91,2643
N20.0,2639
Z85.51,2638
373.32,2638
821.01,2638
V09.0,2638
791.4,2637
784.92,2635
54.19,2635
530.12,2634
078.5,2633
728.8,2631
255.0,2631
425.8,2626
246.2,2624
765.21,2622
568.81,2620
780.54,2618
343.9,2616
269.3,2616
150.9,2615
707.22,2614
611,2614
996.73,2614
93.23,2613
80.86,2611
553,2609
276.3,2609
415.1,2606
727.2,2603
686.0,2601
236.7,2600
368.46,2600
253.6,2600
726.79,2599
I45.10,2598
410.0,2596
V25.11,2595
78.28,2593
918.2,2592
733.03,2590
307,2589
621.30,2586
842.13,2586
Z67.40,2584
747.81,2582
444.9,2581
854.01,2581
795.00,2579
V49.81,2578
839.8,2576
346.20,2576
161.0,2574
V45.6,2573
10.04,2572
715.89,2569
N28.1,2567
596.3,2564
710.1,2563
550.10,2563
881.02,2555
93.56,2554
784.99,2554
780.02,2553
516.8,2553
780.31,2551
K52.9,2550
707.04,2549
388,2549
360.60,2549
070.1,2546
873.4,2546
523.31,2542
198.2,2539
318.0,2539
92.28,2539
V01.9,2539
682.4,2535
723,2534
808.42,2531
Z98.89,2530
309.81,2530
027034Z,2529
357.5,2529
37.78,2528
162,2528
14.49,2526
723.8,2525
284.8,2525
798.1,2522
V42.1,2519
782.8,2518
437.2,2517
999.2,2516
188.2,2516
344.00,2516
572.0,2516
660.91,2516
21.32,2515
651.03,2515
577.8,2515
112.82,2514
628.2,2513
174.8,2510
523.42,2510
305.62,2509
102.1,2505
286.6,2505
G56.01,2504
820,2500
237.6,2497
O70.1,2497
451,2495
20.17,2495
348.5,2494
197.8,2494
Z67.10,2493
V28.2,2493
351.8,2492
552.1,2492
Z30.2,2489
793.11,2488
402.10,2488
805.6,2487
451.1,2487
V09.1,2484
61.2,2482
339.10,2480
246.9,2478
4A023N7,2476
556.6,2475
555.2,2474
V10.41,2472
654.20,2472
996.49,2471
14.54,2470
327.53,2469
Z85.46,2468
V07.0,2467
I21.4,2466
65.49,2465
781.8,2463
531.9,2462
581.9,2461
462,2456
K01.0,2452
706,2451
564.01,2450
307.89,2449
M79.7,2449
M06.9,2449
93.12,2448
45.79,2447
0007N,2446
783.3,2443
20.13,2443
37.82,2441
840.0,2439
88.95,2439
V10.79,2439
381.3,2436
V55.2,2435
00080,2435
604,2434
783.22,2433
279.3,2433
243,2432
V85.33,2427
204.1,2427
V49.83,2427
786,2425
882.1,2425
362.53,2422
826,2420
852.2,2419
571.49,2418
823.82,2417
27.49,2416
N84.0,2415
681.10,2414
99.84,2411
473,2410
285.2,2408
153.1,2403
V72.81,2401
J96.20,2401
V43.61,2401
C34.90,2400
00046.70,2400
608.82,2400
611.7,2400
85.94,2398
F05,2396
00153,2396
80.01.02,2395
620.1,2393
307.50,2391
649.11,2390
396.0,2389
526.5,2389
284.89,2388
305.20,2387
00125,2386
781,2385
813.44,2385
917.5,2383
395.2,2383
36.12,2382
250.61,2380
995,2375
B96.89,2375
K21.9,2371
531.00,2369
719,2366
428.23,2363
661.01,2362
250.52,2362
540.1,2360
J69.0,2359
716.6,2358
53.59,2358
872.01,2358
00045,2357
V67,2356
599.9,2356
348.39,2354
V23.0,2354
296.1,2350
722.83,2350
038.19,2349
681.00,2347
287.1,2345
301.4,2345
77.56,2343
606,2342
440.8,2342
458.29,2341
277.9,2341
616.9,2340
737.20,2340
880.03,2340
39.98,2338
V58.3,2334
996.01,2334
440.22,2333
M15.9,2333
074.0,2332
292.9,2329
526.0,2327
727.09,2327
727.62,2323
923.1,2323
377.7,2322
870.1,2322
E11.311,2321
565,2321
46.20,2319
373.31,2319
521.07,2318
10.06.02,2312
216.8,2309
21.5,2309
694.5,2305
528,2304
00.93,2304
253.4,2304
816.0,2304
375.56,2303
571.41,2302
038.49,2300
81.02,2299
798.2,2298
890.0,2297
94.27,2296
569.84,2296
717.1,2294
285.8,2293
643.03,2292
31.43,2292
836.3,2290
836.2,2290
374.00,2288
97.65,2287
M17.11,2286
707.24,2284
786.9,2282
E884.4,2281
53.51,2279
N18.4,2277
755.67,2277
641.9,2277
531.0,2276
384.00,2276
550.1,2272
413.9B,2272
89.26,2270
410.90,2270
97.41,2270
052,2270
4.2,2269
617.0,2268
349.89,2268
V57.89,2267
58.5,2265
526.4,2264
527.8,2263
290,2262
532.00,2260
553.00,2257
00046.71,2254
V58.75,2252
C78.6,2251
736.41,2248
E11.65,2246
348.30,2245
94.52,2245
516.3,2245
300.23,2244
276.6,2244
E78.1,2244
10D17ZZ,2243
633.10,2242
736.1,2241
333.2,2241
60.01.01,2240
571.42,2239
228.1,2239
00128,2239
807.02,2236
793.1,2235
382.0,2230
I48.92,2229
63.1,2229
O09.513,2227
729.89,2224
I26.99,2224
602.8,2222
Z78.1,2222
284.9,2219
959,2218
537.9,2218
388.71,2217
77.79,2216
39.79,2216
V91.03,2216
2.1.12,2215
01.24,2214
65.41,2213
599.84,2213
Z90.79,2212
756.10,2211
00141,2211
704,2210
488.1,2207
910.4,2207
82.01,2206
H25.811,2204
795.01,2204
40.03,2202
729.92,2201
Z86.718,2200
996.44,2200
O99.284,2200
E906.5,2195
053.12,2192
995.29,2190
79.39,2190
278.1,2190
292.0,2189
40.01,2187
272.6,2184
790.92,2184
89.04,2182
N20.1,2181
173.2,2180
348.4,2180
727.82,2180
736.30,2179
574.51,2179
230.4,2177
V72.5,2177
366.03,2176
K92.2,2175
296.0,2175
642.41,2174
374.34,2171
799.0,2170
14.72,2168
600.11,2166
054.43,2166
354.9,2164
V46.11,2164
379.90,2163
70.50,2161
715.26,2160
648.23,2158
988.8,2157
H25.812,2157
R65.21,2157
45.75,2156
521.1,2154
813.4,2153
35.24,2153
374.51,2152
784,2151
00039,2151
87.73,2150
372.3,2150
256.8,2150
425.18,2149
756.9,2148
81.63,2147
V63.8,2146
53.21,2146
721.2,2145
133.8,2145
353.0,2144
271.2,2143
V11.8,2142
755.64,2140
88.23,2139
845.01,2139
727.63,2138
231.0,2137
997.49,2135
E906.3,2134
039.0,2131
722.91,2130
648.13,2127
011.90,2127
783.6,2127
620.8,2127
285,2125
750.10,2125
333.83,2125
915.0,2121
304.20,2121
707.05,2120
V81.0,2119
Z31.83,2117
10.03.01,2115
398.91,2111
526.81,2110
435.3,2107
C78.00,2107
380.15,2106
388.40,2106
53.17,2105
V16.1,2105
303,2104
410.3,2103
530.6,2103
71.23,2101
414.2,2101
429.5,2101
521.05,2100
I51.7,2098
816,2098
703,2096
00.76,2095
295.9,2092
331.2,2092
646.9,2092
477.2,2091
161.1,2090
680.8,2089
V07.39S,2088
87.53,2084
402.1,2084
786.8,2082
0CTX0Z0,2081
V72.60,2080
442.3,2080
413.0,2079
795.8,2078
174.5,2078
250.11,2078
831,2075
535.6,2074
339.12,2069
196.8,2069
257.2,2068
905.4,2067
695.0,2067
757.32,2065
V26.21,2062
662.11,2061
308.9,2060
V17.49,2059
M17.12,2058
57.71,2057
H35.32,2056
V70.6,2055
E46,2053
J44.0,2052
131.01,2051
523.6,2048
73.01,2048
791.5,2048
D62,2046
930,2046
370.33,2046
186.9,2045
437,2045
451.11,2045
36.11,2045
642.31,2045
K74.60,2044
00173,2044
75.4,2042
007.1,2041
V12.61,2041
634,2039
301.12,2039
E86.0,2039
714.9,2038
996.67,2035
00073,2033
275.2,2031
790.0,2031
951.5,2030
94.33,2028
836.1,2028
46.51,2027
86.71,2027
86.60,2025
40.53,2023
81.55,2023
172.5,2022
560.32,2022
00046.64,2022
303.93A,2021
296.32,2021
414.0,2021
250.72,2021
434,2020
808.0,2019
08.22,2018
502,2016
E905.6,2015
3E0234Z,2014
112.8,2013
20.13.02,2013
V10.43,2012
716.81,2012
491.8,2012
410.01,2011
348.2,2011
556.0,2010
905.7,2010
556.2,2009
719.81,2007
41.5,2007
BW21YZZ,2007
812.41,2007
N40.1,2006
307.49,2006
337.0,2005
567.29,2003
886.0,2003
365.0,2002
287.4,2002
00026,2000
493.02,1998
V15.04,1998
370.20,1997
724.03,1995
921,1994
288.50,1992
912.4,1988
E11.319,1988
574.01,1988
V45.74,1986
652.61,1984
0DJ08ZZ,1979
216.1,1979
746.6,1978
V09.81,1978
573,1977
93.99,1977
54.12,1976
66.51,1976
22.2,1976
722.11,1975
V03.1,1975
567.23,1974
824.0,1974
362.35,1972
610,1971
379.93,1969
290.21,1967
428.22,1966
596.9,1963
773.0,1962
250.1,1962
O99.824,1962
921.9,1962
618.00,1959
V58.0,1959
89.62,1958
J42,1956
65.29,1956
85.95,1955
621.9,1952
240.0,1952
V68,1951
I08.0,1951
996.78,1950
20.08.02,1950
117.3,1949
86.23,1948
717.42,1947
99.03,1945
J96.90,1945
753.9,1944
873,1943
728.87,1941
752.40,1941
40.04,1940
37.94,1940
795.03,1938
Z3A.37,1937
735.8,1936
I48.1,1935
361.0,1934
00046.67,1933
87.74,1933
339.83,1933
3E013VG,1933
O80,1933
226,1932
844.0,1931
306.9,1928
331.89,1926
704.9,1926
368.12,1925
36.13,1925
51.98,1924
94.12,1922
717.43,1922
785,1921
456.0,1921
00046.69,1920
285.0,1920
618.5,1918
H91.90,1918
00036,1917
203.0,1916
283.0,1915
151.4,1915
905.2,1915
707.21,1914
356.8,1914
269.9,1912
842,1911
19.19,1910
V25.04,1910
V17.81,1909
72.1,1908
M17.9,1907
286.3,1906
D25.9,1905
716.66,1905
52.11,1904
55.22,1902
557.1,1901
B96.5,1900
238.7,1899
996.79,1898
716.27,1898
0HB1XZZ,1894
Z90.5,1894
568.89,1894
655.81,1893
20.01.03,1892
530.89,1891
263.1,1891
812.01,1891
455.9,1889
381.9,1886
823.22,1885
564.89,1882
844.2,1881
I25.5,1880
298.8,1879
746.89,1879
433.30,1877
625.1,1877
646.83,1876
562,1874
V07.39C,1874
E87.6,1873
780.3,1872
718.01,1871
81.47,1871
295.6,1870
255.4,1869
654.11,1869
R06.00,1864
BW41ZZZ,1864
V62.89,1864
V85.34,1863
459.1,1863
Z97.8,1862
610.9,1862
998.9,1862
0T9B7ZZ,1860
129,1860
239.6,1859
389.8,1857
873.20,1856
463,1855
717.4,1855
997.39,1854
341.9,1853
425.5,1851
189.1,1851
569.69,1851
49.59,1850
210.4,1849
22.63,1848
B96.1,1848
336.9,1848
C20,1847
V62.4,1846
733.14,1846
717.84,1845
V42.82,1844
202.00,1843
755.63,1842
R33.9,1842
V43.89,1840
456.5,1839
756.4,1838
289.89,1837
V58,1837
150.5,1837
765.29,1837
Z60.2,1836
747.22,1835
227.1,1834
524.4,1833
R07.9,1833
337.1,1833
V43.21,1833
614.3,1832
E947.9,1831
238.79,1828
V45.52,1827
368.11,1827
309.3,1826
669.81,1825
86.69,1825
825,1824
225.4,1823
919.0,1821
707.23,1819
40.59,1819
V56.1,1819
V58.73,1819
681.01,1818
421.0,1816
90.93,1815
751.62,1814
122.8,1813
238.3,1810
141.9,1810
726.30,1809
746.9,1808
93,1808
959.0,1806
255.41,1805
345.4,1804
T81.4XXA,1803
V13.29,1803
Z86.11,1802
287.49,1802
524.5,1800
384.22,1800
362.36,1799
78.63,1799
535.41,1798
V63.1,1797
737.39,1796
378.54,1794
J47.9,1794
443.89,1794
156.0,1793
60.4,1792
251.0,1792
884.0,1791
752.0,1791
V25.5,1791
411.0,1790
660.21,1790
08.49,1789
388.31,1788
08.70,1787
518.8,1787
078.3,1786
366.5,1786
520.4,1786
753.11,1786
386.0,1786
V10.87,1785
377.30,1784
707.19,1783
807.03,1781
733.2,1779
357.0,1777
943.21,1776
4A09X1Z,1776
275.3,1776
830.0,1775
246,1774
005.9,1774
808.2,1774
812.1,1773
