cod_diagnostico,Frequency.4
510.0,803
Z90.12,803
0FC98ZZ,802
757.1,802
38.45,801
K51.90,800
345.11,800
747.20,800
327.00,800
756.0,800
459.3,800
V19.5,799
349.82,799
607.3,799
173.81,799
O99.02,799
0UT97ZZ,798
N47.1,798
371.11,798
339.0,798
53.29,798
304.71,798
0UT24ZZ,797
51.41,797
79.19,797
371.57,797
997.3,797
459.8,797
616.11,796
E933,796
453,795
07B60ZX,795
646.61,795
302.9,794
O66.5,794
I08.1,794
V12.69,794
366.53,793
V53.39,793
757.0,793
444.89,792
V53.3,792
943.00,792
915.7,792
879.9,791
233.2,791
379.41,791
378.00,790
71.79,790
423.3,790
R15.9,790
735.1,789
837.0,789
80.25,789
B348ZZZ,789
719.26,788
38.44,788
E11.22,787
196.5,787
V49.8,786
Z03.89,785
0UT94ZZ,785
81.99,784
845.00,783
403.0,783
405.19,783
80.06,783
754.6,783
653.51,783
962.3,782
871.7,782
850.5,782
661.43,782
197.4,782
V15.85,781
054.79,781
38.18,781
K50.90,781
656.5,781
728.7,780
277.30,779
G51.0,779
236.5,778
26.32,778
V20,777
722.7,777
996.83,777
K92.1,776
997.62,776
32.39,776
923.8,776
213.0,775
369.60,775
794.3,775
80.01.01,774
381.6,774
70.21,773
23.73,773
232.7,772
M20.5X1,772
719.86,772
44.66,772
646.81,772
765.28,772
V25.01,772
V52.1,771
71.24,768
J84.10,768
711.06,768
576.4,768
371.50,768
255.9,768
J96.91,767
81.93,767
80.27,767
0UTC0ZZ,767
172.3,766
58.49,766
553.0,766
296.82,765
F20.9,765
996.4,765
359.81,765
719.61,764
735,764
737.43,763
151.8,762
368.03,762
V58.77,762
D63.0,761
D17.1,761
01.10,761
3E033RZ,760
55.4,760
E878.1,760
V02.59,758
S72.102A,758
303.0,757
671.81,757
581.81,757
M51.27,757
787.24,756
288.61,756
444.81,756
E10.9,756
80.01,756
791.7,756
96.46,756
K74.69,755
616.89,755
530.82,754
530.21,754
608,753
65.39,753
852.21,752
659.43,752
N83.20,751
0FB03ZX,751
J30.9,751
173.41,751
242.1,751
I13.0,751
20.09,750
V58.12,750
034.1,750
E11.51,750
312.0,750
I69.351,750
11.60,750
V58.83,749
998.1,749
379.43,748
V09.51,747
Z87.19,747
958.7,747
661.4,747
710,746
27.69,745
380.23,745
642.4,745
N25.81,745
E04.1,745
482.83,744
21.02,744
658.81,744
610.4,744
54.98,744
372.41,744
B96.4,743
279.4,743
J91.0,743
Z80.3,743
374,742
099.0,742
366.52,741
742.59,741
238.73,741
721.8,740
415.11,740
996.31,740
716.4,740
60,739
379.03,739
G35,739
E11.42,739
671.82,739
Z80.0,739
655.83,738
R00.0,738
V23.8,738
911.0,738
354.8,737
38.69,737
405.99,737
F02.81,737
854.06,737
230.1,736
212.0,736
56.99,736
191.8,736
205.1,736
692.74,735
95.41,735
249.0,735
253.0,735
782.9,734
403.10,734
99.59,734
O69.81X0,734
37.79,734
909.3,734
3E04305,733
741.90,733
Z99.3,732
362.31,732
478.31,732
C73,731
428.2,731
345.51,731
V71.1,731
873.60,731
E964,731
656.13,730
I08.3,730
02HV33Z,730
654.41,730
654.61,730
913.1,729
410.92,729
716.26,729
531.30,728
0CTW0Z1,728
054.0,727
Z08,727
641.11,726
569.5,725
386.30,725
K56.69,725
V45.5,725
761.5,724
331.1,724
J15.9,724
383.9,724
C77.2,724
817.0,724
618.09,723
46.21,723
881.0,723
998,723
0D9670Z,723
371.0,723
C79.89,723
331,722
103.1,722
B54DZZZ,722
255.2,722
B2011ZZ,722
06.11,721
35.33,721
078.2,720
C34.12,720
643.93,720
127.9,720
361.01,720
14.24,720
327.02,720
Z90.11,720
623.7,720
365.02,720
0JH636Z,719
40.52,719
993.8,719
346.70,719
110.8,719
626.5,718
532.7,718
404.12,718
E826,718
287.39,718
V41.7,717
77.65,717
I77.9,717
R47.01,717
674.3,717
V15.02,716
820.02,716
382.2,716
31.98,716
205.0,716
259.9,715
584,715
712.3,715
F60.9,715
D70.1,715
D49.4,715
C54.1,714
736.7,714
I25.118,714
R07.2,714
V54.19,714
158.9,714
429.83,714
BW25Y0Z,713
273.2,713
379.0,712
0HB8XZZ,712
094.0,712
915,712
0PSJ04Z,712
388.5,712
845.11,711
360.12,711
305,710
296.31,710
0JQC0ZZ,710
V07,709
847,708
913,708
V58.78,708
442.81,708
695,707
54.95,707
Z96.649,706
736.71,705
20.95,705
I44.1,705
V61.4,705
G81.91,704
295.4,704
K91.89,704
K55.0,703
Z68.31,703
K70.9,703
K86.1,703
V06.0,702
E819.0,702
51.11,702
814,702
93.44,702
277.1,702
765.22,702
0LN70ZZ,701
Z68.41,700
M16.12,700
11.32,700
V66.4,699
245.0,699
598,699
337.21,699
94.42,699
370.8,699
180.1,699
96.09,699
77.70,698
B19.20,698
Z87.442,698
438.83,698
718.87,698
955.1,698
52.51,697
21.89,697
30.3,697
875.0,697
198.6,696
J47.0,696
70.33,696
44.41,696
49.79,696
525.12,696
620.5,696
365.23,696
892.2,695
714.8,695
92.05,695
97.55,695
V14.5,695
L72.0,695
72.21,695
I67.1,694
802.20,694
368.41,694
353.2,693
438.84,693
369.04,693
658.41,693
359.21,693
232.1,692
14.73,692
237.71,692
309.29,692
583.89,691
361.81,691
51.04,691
I69.354,691
379.50,690
767.19,690
848.0,690
047.9,690
410.12,690
369.64,690
80.59,690
55.04,690
39.42,689
738.3,689
94.49,689
634.90,689
532.30,689
00.74,689
853.00,688
K20.9,688
93.26,688
131.9,688
715.91,688
148.9,688
850.11,687
405.11,687
132.9,687
696.1B,687
V41.9,686
34.22,686
G81.94,686
V07.39P,686
784.40,686
80.16,686
K60.2,686
595.89,685
0DH67UZ,685
187.4,685
88.98,685
862.29,685
I21.3,685
110.2,685
154,685
V70.7,684
37.70,684
404.10,684
77.86,683
08RJ30Z,683
694.8,683
54.92,683
384.25,683
H81.399,683
111.2,682
594.2,682
618.7,682
356.2,682
215.3,682
V84.01,682
I47.2,682
252.08,681
542,681
794.09,681
353.6,680
V69.8,680
762.0,680
V10.03,680
360.00,680
O24.420,679
R91.8,678
B90.9,678
293.83,678
M20.5X2,677
840,677
117.2,677
37.61,677
530.2,676
724.0,676
V15.01,676
754.69,676
318.2,675
K40.20,674
V52,674
339.03,674
433.81,673
I31.3,673
C18.2,672
590.2,671
736.74,671
152.0,671
428.4,671
645.13,671
730.16,671
0TBB8ZX,671
784.69,671
351.9,670
798.0,670
200.70,670
80.52,670
B95.61,670
310.8,670
516.9,670
661.23,669
256,669
02583ZZ,669
474.9,669
215.8,669
30243N1,669
0D8R0ZZ,669
R45.1,669
BF35ZZZ,669
V16.42,668
245.8,667
51.03,667
N43.3,667
905.1,667
V58.32,667
659.91,667
647.83,667
00042,667
C77.3,667
BW20YZZ,666
577.9,666
D25.0,665
527,665
711.94,665
V12.49,665
39.49,664
786.01,664
Z67.20,664
596,664
38.86,664
333.82,664
65.12,664
667.12,663
259.2,663
813.2,663
286,662
M41.9,662
93.16,661
813.0,661
Y99.9,661
40,660
873.22,660
46.11,659
281.4,659
620,659
287.9,659
428.42,659
822,658
B32SZZZ,658
813.23,658
860.2,658
376.32,658
873.2,658
V17.1,658
428.3,657
823.01,657
372.12,657
65.31,657
O61.0,656
344.89,656
909.2,656
B2802.8,656
245,655
756.19,655
719.91,655
209.21,655
799.8,655
97.82,655
R33.8,655
671.03,654
E917,654
423.8,653
348.3,653
715.97,653
743.51,652
94.02,652
37.85,652
172,652
85.20,651
Z39.1,650
V16.49,650
359.2,650
441.00,650
91.62,650
235.0,649
654.2,649
V10.81,649
935.0,649
3E033GQ,648
C25.9,648
596.4,647
307.4,647
145.9,647
266.0,647
232.2,646
V60.9,646
569.82,646
BQ00ZZZ,645
905.8,645
211.2,645
D25.1,644
614.0,644
736.4,644
730.17,644
153.8,644
50.93,644
232.0,643
646.3,643
00066,643
530.8,642
997.09,642
944,642
0HB5XZZ,642
R34,642
M62.82,641
Z22.330,641
531.50,641
309.8,641
228,640
Z37.2,640
V76.44,640
483,640
357.81,640
641.01,640
96.33,640
C44.311,639
V26.29,639
I67.2,639
301.13,639
309.89,639
372.42,639
820.0,638
871.3,638
302.74,638
493.21,637
478.26,637
78.13,637
149.0,637
357,636
Z85.42,636
99.61,636
429.1,636
370.55,636
00.71,636
799.52,635
Z95.820,635
478.8,635
D61.818,634
83.32,634
589.0,634
Z98.82,633
54.72,633
351,632
053.13,632
14.29,632
04.6,632
93.82,632
0W9930Z,632
736.39,631
264.9,631
58.6,631
715.30,631
78.17,631
008,631
D70.9,631
202.15,631
R73.9,630
51.99,630
881,630
443.8,630
305.23,629
712.36,629
344.60,629
241,628
F12.20,628
70.54,628
0VTTXZZ,628
995.94,628
K29.70,628
658.03,628
054.8,627
G25.81,627
716.17,627
36.04,627
654.01,627
V58.2,626
324.0,626
V61.20,625
790.09,625
M77.41,625
83.14,624
25.2,624
084.6,624
478.32,624
795.08,624
I61.9,624
353,623
F12.10,623
50.24,623
E947.8,623
180,623
Z90.2,622
074.3,622
39.31,621
649.41,621
99.00,621
V06.4,620
482.89,620
Z85.21,620
Z82.49,620
825.23,620
622.0,620
O36.5930,620
239,619
733.4,619
40.40,619
520.7,619
905.3,619
212.6,619
00.02,619
782.5,618
86.72,618
Z93.0,618
V67.01,618
070.41,618
718.49,617
V72.63,617
Z68.32,617
359.4,617
67.59,617
353.1,616
K57.90,616
677,616
416.2,616
80.05,616
752.49,616
00057,616
242.3,616
B28014.3,615
310.9,615
730.3,615
999.4,614
843.9,613
807.05,613
R10.13,613
918,612
13.90,612
814.0,612
V17.2,612
365.12,612
625.5,612
464,611
405.0,611
80.48,611
478.22,611
Z85.528,611
E11.649,611
66.22,611
374.8,611
99.09,610
713.5,610
97.61,610
478.3,609
371.6,609
42.24,609
552.9,609
362.9,609
V01,608
915.4,608
345.91,608
754.5,608
B2804.2,608
00046.21,607
35.12,607
V02.9,607
87.29,606
574.31,606
575.3,606
80.81,606
V50.42,606
F06.8,605
656.53,605
13.70,605
M77.42,605
L03.116,604
86.63,604
795.89,604
529.4,604
290.8,604
M10.9,603
O26.23,603
00.44,603
377.39,603
718.44,602
V10.47,602
619.0,601
Z86.19,601
M72.0,601
Z90.3,601
79.17,601
B18.1,601
371.89,601
42.81,601
91.19,601
402.01,600
754.30,600
46.73,599
V58.4,599
V71.83,599
V04.3,598
712.07,598
224.3,598
046.3,598
8E0ZXY6,598
795.4,597
574.40,597
368.3,596
813.02,596
754.0,596
K72.90,596
3C1ZX8Z,595
053.10,595
288.9,595
I63.50,595
BQ07ZZZ,595
384.23,595
V06.9,594
333,594
Z91.018,594
666.2,594
191.3,594
641.91,594
696.1C,594
V49.71,594
01.13,593
05993ZX,593
78.55,593
84.3,593
290.12,592
765.23,592
157,592
V09.4,591
345.8,591
368.10,591
I74.3,591
58.22,590
444,590
738.5,590
70.79,590
151.3,590
236.91,590
85.71,590
B32TZZZ,590
BQ08ZZZ,590
877.0,590
77.67,589
945.22,589
753.19,589
793.5,589
289.83,588
131.00,588
F79,588
C78.01,588
881.20,588
I49.5,588
GZ3ZZZZ,587
95.23,587
V26.42,587
07.62,587
V25.0,587
526.89,587
744.29,586
273.0,586
173.11,586
65.51,585
990,585
37.29,585
43.82,585
05.29,585
V82.71,584
40.54,584
296.34,584
02703DZ,584
117.8,584
919,584
B7150.8,584
215.0,584
872.02,584
567.2,584
296.60,583
I13.10,583
831.09,583
77.29,582
362.29,582
279.9,582
742.3,582
Z87.11,581
08.25,580
453.89,580
154.2,580
V01.8,580
I83.92,580
C78.2,580
83.91,579
296.9,579
894.0,579
213.7,579
652.91,579
992.2,579
B28014.9,578
942.23,578
723.9,578
507.8,577
676.4,577
326,577
692.5,577
93.95,577
751.7,577
V25.41,577
173.51,577
O30.043,576
99.39,576
754.89,576
250.83,576
529.9,576
070.5,575
765.25,575
Z93.1,575
355.3,574
03.1,574
V58.30,574
722.72,574
00044.72,574
00114,574
K40.91,573
707.02,573
81.26,573
711.84,573
V71.9,573
211.6,572
V58.41,572
759.82,572
665.41,572
I67.89,571
00046.20,571
242.10,571
955.3,571
525.4,571
944.23,571
482.0,571
287,570
R79.89,570
296.8,570
848,570
V58.31,570
694.3,570
250.53,570
564.4,570
00044.69,570
349,569
781.94,569
838.09,569
V70.9,569
M51.9,569
944.21,569
I71.2,569
02RF08Z,569
648.24,568
99.79,568
813.83,568
O42.013,568
202.08,568
865.01,567
90.32,567
208.00,567
28.6,567
I50.20,567
B040ZZZ,567
BW30ZZZ,567
34.25,566
209.30,566
E929.3,566
713.8,566
519.09,566
C77.9,566
1.3.01,565
188.5,565
Z90.6,565
M16.9,565
752.63,565
K22.70,565
230,564
374.11,564
I65.22,564
607.83,563
I50.30,563
I42.1,563
826.1,563
V50.2,563
173.21,563
54.99,563
13.3,562
F29,562
188.4,562
0DBQ0ZZ,562
157.8,562
722.80,562
983.9,562
C77.1,562
327.2,562
B770.2,561
753.4,561
96.15,561
378.55,560
0HB0XZZ,560
521.7,560
574.60,560
905.0,559
070.7,559
48.35,559
B32T1ZZ,558
Z91.040,558
E819.2,558
V16.41,558
836.50,558
84.01,558
A04.7,557
03.4,557
410.42,557
147.9,557
76.65,556
917.0,556
810.0,556
305.41,555
727.8,555
V10.44,555
B32S1ZZ,555
BW24YZZ,554
890.1,554
952.2,554
224.9,554
20.49,554
381.60,554
N21.0,554
0VT00ZZ,554
621.4,554
726.71B,553
550.93,553
372.43,553
357.6,552
956.0,552
132.2,552
59.6,552
529.5,552
295,551
Z96.643,551
0VBQ0ZZ,551
E928.3,551
438.10,551
641.1,551
574.41,551
395.9,551
265.1,551
926.11,551
359.89,551
46.13,550
76.76,550
813.07,550
646.1,550
BQ01ZZZ,550
288.04,549
352.1,549
63.2,549
780.03,549
788.6,549
368.14,549
573.0,549
365.70,549
850.1,549
78.05,549
L03.115,548
0HTU0ZZ,548
811.03,548
008.46,548
59.99,548
712.09,547
736.76,547
20.03,547
336.8,547
Z93.2,547
G31.83,546
242.8,546
054.42,545
362.32,545
32.4,545
30.01,545
793.3,545
E942.6,545
531.4,544
307.59,544
906.0,544
F17.218,544
78.58,544
B28015.9,544
726.69,543
0W9G3ZZ,543
83.44,543
14.6,543
282.0,543
991.6,543
B455.2,543
009,543
V41.2,542
996.85,542
074.8,542
727.65,542
924.9,542
943.20,541
474,541
718.07,541
099.41,541
716.10,541
K29.80,541
282.44,541
441.7,540
264.2,540
771.82,540
696.1D,540
282.40,540
I65.23,540
911.5,540
642.0,539
K26.9,539
V01.71,539
293.81,539
V43.0,538
834,538
V85.43,538
355.79,537
V09.50,537
V72.0,537
303.00,537
V61.3,537
621.5,537
727.89,537
733.16,537
433.00,536
952.00,536
314.00,536
945.20,536
038.2,536
216.2,536
53.10,536
K55.9,535
997.69,535
581.1,535
289.51,535
0PSH04Z,535
4A02XM4,535
V63.2,535
079,535
V26.89,534
V45.8,534
A09,534
V52.2,534
V55.9,533
996.52,533
095L7ZZ,533
Y95,533
307.80,533
404.01,533
M23.221,533
602.1,532
730.07,532
378.53,531
719.96,531
0HTT0ZZ,531
V07.39H,531
I25.82,531
873.1,531
V54.16,531
11.51,531
011.93,530
V54.2,529
582.1,529
959.19,529
333.85,529
719.8,529
802.1,529
360.8,529
482.8,529
G50.0,528
O03.4,528
0QSJ04Z,528
R40.243,527
E880.9,527
235.3,527
845.12,527
Z98.52,527
87.75,527
BY49ZZZ,527
302.79,527
31.72,527
Z86.010,527
J18.1,527
575.12,527
528.8,527
291.1,527
429.0,526
F14.20,526
714.30,525
834.01,525
I63.512,525
V77.91,525
200.40,525
156.9,525
I27.81,525
BR29ZZZ,525
3E1H78Z,524
V65.19,524
663.01,524
81.17,524
30233L1,524
V54.13,524
K72.00,524
660.61,524
912.0,523
71.22,523
03.53,523
61.3,523
0QBN3ZZ,522
996.51,522
3E1K78Z,522
44.95,522
30.01.04,522
569.62,522
301.20,521
996.04,521
V83.89,521
00116,521
76.31,520
530.13,520
K80.70,520
239.9,520
R56.9,520
BP2W1ZZ,520
02.06,519
50.12,519
T81.31XA,519
642.33,519
595.82,518
B030YZZ,518
02.12,518
Z21,518
48.23,518
532.1,517
93.52,517
302.76,517
339.11,517
10D00Z0,517
795.18,517
D46.9,517
611.83,517
34.6,517
203.01,516
518,516
277.31,516
335.2,516
E824.0,516
96.14,516
5A0945Z,515
0Q8N0ZZ,515
385.00,515
5A19054,515
296.52,515
69.51,515
81.03,515
801.00,515
V23.5,515
695.51,515
746.85,515
54.74,515
447,514
F11.20,514
66.8,514
44.42,514
562.0,514
170.0,514
255.1,514
71.09,513
396,513
870.8,513
81.72,513
381.7,513
648.7,513
410.8,512
V66.5,512
R13.12,512
85.34,512
V13.59,512
V15.0,512
N80.1,511
279.41,511
823.32,511
E83.51,510
V73.99,510
958.8,510
715.27,510
793.19,509
39.63,509
366.8,509
K56.5,509
341.8,508
J38.1,508
763.4,508
051.1,508
295.8,507
02.42,507
290.11,507
V01.79,507
624.3,507
39.52,506
295.02,506
V45.0,506
06BQ0ZZ,506
716.99,506
274.11,506
E886.9,506
D56.3,505
478.74,505
239.89,504
295.64,504
20.42,504
I70.0,504
732.3,504
Z98.0,503
276.52,503
380.30,503
20.02,503
05HM33Z,503
721.9,502
662.01,502
150.3,502
02.93,502
369.7,502
06DQ0ZZ,502
R45.851,502
524.59,502
O99.283,502
441.02,502
0QS604Z,502
295.1,501
965.00,501
333.5,501
BW2510Z,501
K25.9,501
648.31,500
E21.3,500
S52.502A,500
807,500
933,500
229.8,500
E11.621,500
623.9,500
91.73,500
805.02,500
I65.21,500
4A023N8,499
637.92,499
O41.03X0,499
51.37,499
936,499
643.2,499
359.3,499
85.74,499
G89.29,498
R57.0,498
78.61,498
83.73,497
618.89,497
747.9,497
61.0,497
354.4,497
698.4,497
V64.09,496
Z67.11,496
204.01,496
80.41,496
1.3.05,495
75.7,495
718.80,495
165.9,495
524.10,495
333.6,495
E935.2,495
43.19,495
860.4,495
10A07ZX,495
0W9B30Z,495
77.89,494
053.71,494
Z67.41,494
BF4CZZZ,493
93.46,493
37.33,493
M17.0,493
V91.02,493
567.81,492
141.2,492
910.1,492
285.3,491
D68.9,491
25.02,491
945.2,491
V42.89,491
V16.2,491
4A023N6,490
232.6,490
821.20,490
69.59,490
C80.1,490
Z68.33,490
327.01,490
0CDXXZ0,489
V57.21,489
E905.5,489
655.13,489
V05.4,489
B770.1,489
Z46.6,489
O69.1XX0,489
K91.840,489
83.82,488
649.51,488
234.9,488
836,488
62.11,488
0QBP3ZZ,488
376.33,488
B2804.8,488
635.90,488
66.69,488
Z3A.35,487
08.33,487
V15.03,487
368.30,487
00.09,487
349.2,487
715.21,487
654.13,487
77.35,486
304.8,486
G93.41,486
301.10,486
079.53,486
V58.82,486
0Q8P0ZZ,486
86.99,486
719.56,485
39.43,485
49.49,485
R39.81,485
459.10,485
716.11,485
277.6,485
F25.9,485
292.2,484
77.83,484
50.91,484
V61.11,484
532.50,484
405.91,484
039.3,484
733.49,484
061,484
377.1,483
58.39,483
280.1,483
785.9,483
743.33,483
754.81,483
93.19,483
00044.71,483
759.1,482
E880.1,482
738.9,482
C78.02,482
45.90,482
941.1,482
897.4,482
648.80,482
912.5,481
741.0,481
527.9,481
C50.411,480
676.2,480
707.25,480
736.00,480
370.34,480
200.20,480
371.9,480
642.93,480
I65.29,480
482.2,480
598.8,479
97.37,479
K64.4,479
00064,479
Z16.11,479
C19,478
526,478
BF111ZZ,478
0UBC7ZZ,478
895.0,478
37.27,478
099.40,478
728.86,478
130.9,478
E949,478
D25.2,477
617.8,477
0DTF0ZZ,477
996.32,477
917.6,477
81.94,477
86.01,477
I46.9,477
F17.290,477
730.1,477
294.21,477
675.24,476
717.82,476
823.2,476
813.06,476
250.2,476
78.07,476
744.0,476
09BKXZZ,475
99.63,475
410.81,475
633.9,475
I35.2,475
752.61,475
733.43,475
Z16.24,475
816.12,474
893.2,474
08.87,474
783,474
680.4,474
799.22,473
719.02,473
423.2,473
505,473
N41.0,473
337.22,473
J96.21,473
906.6,473
531.10,473
V82.7,473
06DP0ZZ,473
K80.80,473
813.80,473
V23.81,473
Z22.51,473
0DTN0ZZ,473
00004A,472
B95.4,472
N28.89,472
V50,472
C91.10,472
608.3,472
659.83,472
854.02,472
63.3,471
718.95,471
780.97,471
51.43,471
750.0,471
560.0,471
945.02,471
256.9,471
T50.2X5A,471
171.0,471
601.3,470
852.01,470
B236ZZZ,470
E66.09,470
E812,470
642.03,470
230.8,469
46.39,469
K21.0,469
86.03,469
364.75,469
371.2,469
364.0,468
65.53,468
I85.00,468
27.0,468
N81.10,468
692.0,468
382.01,468
E11.40,468
813.22,468
801.20,468
646.64,468
795.07,468
629.89,468
160.0,467
451.83,467
O36.63X0,467
V81.4,467
V57.3,467
716.37,467
12.67,467
622.6,467
808.4,466
80.46,466
85.93,466
812.12,466
564.2,466
444.2,465
0QS704Z,465
V17.4,465
823.92,465
B7202.2,465
0W9G30Z,464
482.41,464
852,464
V58.43,464
731.8,464
757.2,464
053.7,463
556,463
752,463
03.6,463
938,463
727.69,463
I49.3,463
648.43,462
520.0,462
969.3,462
719.6,462
A41.89,462
788.61,462
335.21,462
596.89,461
F43.20,461
307.22,461
B7101.1,461
V59.02,461
F14.10,461
873.21,461
998.81,461
365.2,460
C18.0,460
GZ14ZZZ,460
D06.9,460
824.9,460
575.5,460
31.69,460
0W993ZZ,460
12.54,460
372.39,460
00044.70,460
B2800.8,460
V15.52,459
K83.8,459
92.24,459
Z94.4,459
718.21,458
02703ZZ,458
941,458
E878.5,458
716.98,458
792.9,458
11.99,458
F41.1,457
755.51,457
307.6,457
V82.0,457
01.18,457
375.01,457
0QSH04Z,456
D18.03,456
94.22,456
410.70,456
81.74,456
827.0,456
794.30,456
054.3,455
249.4,455
940.9,455
747.49,455
K63.1,455
V15.84,454
596.2,454
705.89,454
BF45ZZZ,454
881.22,454
795.71,454
446.1,454
482.82,453
906.1,453
170.1,453
0VT04ZZ,453
0VLQ3ZZ,453
352.9,452
S06.5X0A,452
V07.3,452
O09.43,452
205.02,452
00.72,452
361.3,452
V79.0,451
R39.2,451
V09.2,451
81.11,451
652.41,451
715.80,451
722.9,450
705,450
37.86,450
897.2,450
752.4,450
802.2,450
552.8,450
F03.91,450
I99.8,450
V49,449
0UQMXZZ,449
188.1,449
583.2,449
0T768DZ,449
550.11,449
0QSK04Z,449
569.61,449
78.64,449
78.57,449
77.64,448
719.97,448
711.97,448
C77.0,448
77.81,447
K92.0,447
739.7,447
210.0,447
Y92.410,447
I81,447
692.6,447
81.96,447
V10.49,447
274.1,447
F14.21,447
B95.62,447
12.91,447
C25.0,447
754.7,447
722.51,447
J98.09,446
09.83,446
593.8,446
718.56,446
518.51,446
81.00,446
V61.41,446
B245ZZZ,446
327.27,446
20.04.01,445
I63.511,445
140.1,445
37.28,445
V23.49,445
727.66,445
253.9,445
385.31,444
G56.00,444
710.8,444
238.8,444
V58.71,444
038.12,444
E04.9,444
V41.6,443
57.81,443
Z01.89,443
N13.9,443
714.33,442
367.52,442
327.21,442
E963,442
08.89,441
606.8,441
917.3,441
E88.09,441
370.02,441
442.1,441
I83.91,441
389.03,441
34.02,440
786.06,440
532.2,440
188.3,440
963.1,440
3E03317,440
BY4CZZZ,440
Z95.818,440
296.53,440
38.94,440
646.2,440
087.9,440
727.83,440
00068,440
508.0,439
939.2,439
161.8,439
N32.81,439
343.2,439
09QM0ZZ,439
238.6,439
369.61,439
363.15,439
10D07Z8,439
842.11,439
BR30ZZZ,439
91.13,439
648.10,438
0H89XZZ,438
719.07,438
V16.52,438
94.09,438
51.84,438
Z90.721,437
424.3,437
637,437
996.63,437
307.5,436
99.52,436
995.90,436
944.04,436
172.4,435
R06.89,435
39.92,435
301.22,435
824.5,435
85.70,435
00067,435
E987,435
B24BZZZ,434
821,434
00006,434
355,433
371,433
384,433
E43,433
743.32,433
57.18,433
289.2,433
873.5,433
733.15,433
745.2,433
90.03,432
806.4,432
46.86,432
87.16,432
795.15,432
096,432
C50.412,431
771.5,431
368.0,431
E939.4,431
O99.214,431
730.20,431
97.02,431
552.29,431
K65.1,431
242.81,430
049.0,430
646.62,430
E943,430
385.89,429
529,429
630,429
Z74.09,429
V10.88,429
M75.121,429
756.2,429
564.81,429
304.10,429
0UTC4ZZ,428
079.6,428
729.39,428
750.4,428
926.19,428
E942.0,428
K90.0,427
46.75,427
427.42,427
E83.52,427
271.9,427
384.9,427
635.91,427
V82.79,426
90.46,426
I27.0,426
R13.19,426
76.97,426
O26.03,426
0QSG04Z,426
0UL70ZZ,425
T38.0X5A,425
M85.80,425
876,425
0LQ14ZZ,425
86.02,425
085.0,425
Z95.3,425
350,424
054.6,424
BW2FZZZ,424
00046.65,424
G62.9,424
789.6,424
91.12,424
M23.222,424
H53.2,424
K52.1,424
24.0,423
89.60,423
235.6,423
356.0,423
712,423
G82.20,423
79.05,423
707.2,423
95.03,422
0WJG0ZZ,422
006.6,422
512,422
0UQG7ZZ,422
320.1,422
453.0,422
B32SYZZ,422
BH4CZZZ,422
00.70,422
757.3,422
269.8,422
718.9,421
250.3,421
79.81,421
526.1,421
384.1,421
812.43,421
3E0G76Z,421
O99.89,421
923.01,420
69.19,420
S52.501A,420
R16.1,420
908.9,420
M10.00,420
147.1,420
910.8,420
823.02,420
731.3,420
46.79,419
K56.41,419
851.81,419
945,419
81.66,419
R18.0,419
880.13,419
388.32,419
97.23,419
788.65,419
I83.892,418
V66.2,418
M45.9,418
053.11,418
91.72,418
233.32,417
O62.1,417
G93.49,417
523.32,417
3E10X8Z,417
64.2,417
51.36,417
748.60,417
J80,417
300.8,417
805.0,416
879.3,416
0VT08ZZ,416
C56.9,416
102.3,416
81.44,416
084.0,416
886.1,416
366.13,415
186.0,415
614.4,415
879,415
5A12012,415
919.9,415
238.76,415
Z91.81,414
590.3,414
83.85,414
R60.9,414
E928.9,414
312.39,414
706.1A,414
718.84,414
51.51,414
754.59,414
921.0,414
30243R1,414
337.2,414
997.79,413
847.2,413
292.11,413
R40.20,413
V61.03,413
V42.83,413
F60.3,413
29.12,413
008.61,413
02100Z9,413
63.71,412
N81.3,412
I45.2,412
M75.101,412
380.01,411
580.9,411
38.03,411
BW241ZZ,411
077.0,411
BR37ZZZ,410
706.1C,410
57.17,410
00NY0ZZ,410
02.04,410
0SJC4ZZ,410
753.1,410
3E0436Z,409
E881.0,409
435.2,409
0UTC7ZZ,409
718.57,409
08BNXZZ,409
057.0,409
Z68.34,409
453.50,409
C22.1,409
747.82,409
718.8,409
71.71,408
674.34,408
296.51,408
738,408
3E0CXGC,408
J31.0,408
O47.1,408
S06.0X0A,407
71.11,407
HZ2ZZZZ,407
488.12,407
99.57,407
32.41,407
V17.41,407
T17.908A,407
528.7,407
944.10,407
053.29,406
712.30,406
237.2,406
428.41,406
I21.02,406
873.53,406
V13.22,406
84.80,406
E906.1,406
304.81,406
304.63,406
648.61,405
806.2,405
K57.92,405
652.23,405
92.21,405
H81.90,405
00058,405
983.2,405
I49.8,405
255.3,405
E905.4,404
V54.12,404
59.5,404
372.44,404
O32.1XX0,404
041.01,403
R60.1,403
O62.4,403
780.39A,403
306.0,403
21.09,403
26.29,403
E87.3,403
81.06,403
716.54,403
Z86.018,403
944.26,403
V62.3,403
53.14,403
65.23,403
277,402
77.52,402
756.70,402
793.89,402
608.2,402
49.99,402
18.79,402
282.60,402
253,401
770.4,401
653.0,401
G31.9,401
I69.398,401
756.7,401
Z87.898,401
Z72.3,400
795.2,400
B1470.1,400
737.2,400
0VB03ZX,400
718.85,400
51.82,400
68.61,400
V10.59,400
574.4,400
214.2,400
E933.1,400
659.81,400
V62.8,400
851.8,400
087,400
289,399
759.3,399
307.0,399
J36,399
825.24,399
